sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
4630;S-f4dc54;2024-12-10;Update;;Basic;25;monthly;Active;475;5700
4631;S-5639de;2024-12-13;Update;Plan Upgrade;Pro;25;annual;Active;1225;14700
4632;S-a0ba0c;2024-12-18;Update;Plan Downgrade;Basic;42;monthly;Active;798;9576
4633;S-fc65aa;2024-12-27;Update;Plan Upgrade;Enterprise;25;annual;Active;4975;59700
4634;S-29ccb8;2024-12-28;Update;Plan Downgrade;Basic;25;annual;Active;475;5700
4635;S-c67b80;2024-02-24;Create;;Pro;31;monthly;Inactive;1519;18228
4636;S-37d427;2024-04-06;Update;Plan Downgrade;Basic;31;monthly;Active;589;7068
4637;S-e9bcb2;2024-05-15;Update;Seat Upgrade;Basic;43;monthly;Active;817;9804
4638;S-196dc6;2024-05-22;Update;Plan Upgrade;Enterprise;47;annual;Active;9353;112236
4639;S-ff5ff8;2024-05-25;Update;Plan Downgrade;Pro;31;annual;Active;1519;18228
4640;S-9686c6;2024-05-31;Cancel;;Pro;33;annual;Inactive;1617;19404
4641;S-1976bb;2024-06-13;Update;Plan Downgrade;Basic;31;monthly;Active;589;7068
4642;S-f8008a;2024-07-07;Update;Plan Upgrade;Enterprise;31;annual;Active;6169;74028
4643;S-06c096;2024-11-02;Update;Plan Downgrade;Pro;31;annual;Active;1519;18228
4644;S-982ee2;2024-11-07;Update;Plan Upgrade;Enterprise;31;annual;Active;6169;74028
4645;S-d0913e;2024-11-14;Update;Plan Downgrade;Pro;31;monthly;Active;1519;18228
4646;S-e44044;2024-12-19;Update;Plan Downgrade;Basic;31;annual;Active;589;7068
4647;S-6bab8f;2024-04-11;Create;;Enterprise;13;annual;Inactive;0;0
4648;S-7151d9;2024-04-12;Conversion;;Basic;102;annual;Active;1938;23256
4649;S-8789b0;2024-04-23;Cancel;;Basic;9;monthly;Inactive;171;2052
4650;S-615915;2024-05-24;Cancel;;Enterprise;90;monthly;Active;17910;214920
4651;S-14d515;2024-07-02;Update;Seat Downgrade;Enterprise;33;monthly;Inactive;6567;78804
4652;S-8048cc;2024-07-04;Update;Plan Downgrade;Basic;9;annual;Active;171;2052
4653;S-4ff3ae;2024-07-29;Update;Seat Downgrade;Basic;5;annual;Active;95;1140
4654;S-381988;2024-08-27;;;Pro;7;annual;Inactive;0;0
4655;S-075ffc;2024-09-02;Conversion;;Enterprise;15;annual;Active;2985;35820
4656;S-921f19;2024-09-16;;;Pro;39;monthly;Active;0;0
4657;S-4c9c01;2024-09-26;;;Basic;23;annual;Active;0;0
4658;S-44c5dd;2024-10-21;Conversion;;Basic;5;annual;Inactive;95;1140
4659;S-a916cb;2024-10-28;Update;Plan Upgrade;Enterprise;35;monthly;Active;6965;83580
4660;S-4e00a0;2024-11-01;Update;Plan Downgrade;Pro;14;annual;Active;686;8232
4661;S-a76521;2024-12-04;Update;Plan Downgrade;Basic;33;annual;Active;627;7524
4662;S-bd02dd;2023-12-26;Create;;Pro;12;monthly;Active;588;7056
4663;S-dfa4c8;2024-01-21;Cancel;;Pro;7;annual;Active;343;4116
4664;S-4c100f;2024-02-24;Update;Plan Upgrade;Enterprise;136;monthly;Inactive;27064;324768
4665;S-e60f46;2024-03-30;Update;Seat Downgrade;Enterprise;7;annual;Active;1393;16716
4666;S-30c045;2024-05-24;Update;Plan Upgrade;Pro;92;monthly;Active;4508;54096
4667;S-3a1a06;2024-07-09;Update;Plan Downgrade;Enterprise;14;monthly;Active;2786;33432
4668;S-0b7de7;2024-09-03;Update;Seat Upgrade;Enterprise;16;monthly;Active;3184;38208
4669;S-4ef4fd;2024-09-19;Update;Plan Downgrade;Pro;7;annual;Active;343;4116
4670;S-28a2b2;2024-09-22;Update;Plan Upgrade;Enterprise;7;monthly;Active;1393;16716
4671;S-9464f8;2024-10-22;Update;Plan Downgrade;Basic;26;monthly;Active;494;5928
4672;S-709b46;2023-03-09;Create;;Pro;42;annual;Inactive;2058;24696
4673;S-f8ee6e;2023-04-19;;;Enterprise;42;monthly;Active;0;0
4674;S-fd12a3;2023-07-17;Conversion;;Basic;42;annual;Inactive;798;9576
4675;S-046595;2023-12-28;Update;Plan Upgrade;Enterprise;42;annual;Active;8358;100296
4676;S-38bf32;2024-01-24;Update;Plan Downgrade;Pro;42;annual;Active;2058;24696
4677;S-1ad0ca;2024-04-09;Update;Plan Upgrade;Enterprise;42;annual;Active;8358;100296
4678;S-90525e;2024-04-21;Update;;Enterprise;42;annual;Active;8358;100296
4679;S-2b2fa8;2024-05-16;Update;Plan Downgrade;Pro;42;annual;Active;2058;24696
4680;S-4f81c2;2024-09-18;Update;;Pro;42;monthly;Inactive;2058;24696
4681;S-3d4f7a;2024-12-21;Update;;Pro;42;monthly;Active;2058;24696
4682;S-b15cde;2023-05-01;Create;;Pro;13;monthly;Active;637;7644
4683;S-d914d8;2023-06-30;;;Pro;13;monthly;Active;0;0
4684;S-0921a1;2023-08-02;Conversion;;Basic;22;annual;Active;418;5016
4685;S-cd5968;2023-10-21;Update;Plan Upgrade;Pro;13;monthly;Active;637;7644
4686;S-b28ec2;2023-11-03;Update;Plan Downgrade;Basic;33;monthly;Inactive;627;7524
4687;S-3196e2;2024-01-15;;;Basic;13;annual;Active;0;0
4688;S-b81ed3;2024-02-10;;;Pro;13;annual;Active;0;0
4689;S-950c4e;2024-02-20;Conversion;;Basic;24;annual;Active;456;5472
4690;S-056775;2024-06-19;Update;Plan Upgrade;Pro;115;annual;Active;5635;67620
4691;S-2e84f2;2024-08-10;Update;Plan Downgrade;Enterprise;13;annual;Active;2587;31044
4692;S-cfb246;2024-10-25;;;Basic;13;annual;Active;0;0
4693;S-3c9a70;2024-12-22;Conversion;;Basic;30;monthly;Active;570;6840
4694;S-62fb8e;2024-03-12;Create;;Enterprise;8;monthly;Active;0;0
4695;S-d5ac8c;2024-05-22;Conversion;;Enterprise;34;annual;Active;6766;81192
4696;S-9333c5;2024-06-06;Cancel;;Basic;8;annual;Inactive;152;1824
4697;S-763d33;2024-07-25;Update;Seat Upgrade;Basic;23;annual;Inactive;437;5244
4698;S-1ffdd8;2024-08-08;Update;Seat Downgrade;Basic;8;monthly;Active;152;1824
4699;S-151fce;2023-12-11;Create;;Basic;27;annual;Inactive;513;6156
4700;S-477506;2024-02-06;Update;Plan Upgrade;Pro;27;annual;Active;1323;15876
4701;S-33472f;2024-03-31;Update;Plan Upgrade;Enterprise;27;monthly;Active;5373;64476
4702;S-d111f5;2024-05-25;Update;Plan Downgrade;Basic;27;monthly;Active;513;6156
4703;S-40d87e;2024-05-28;Update;Plan Upgrade;Pro;28;annual;Active;1372;16464
4704;S-81d580;2024-07-09;Update;Plan Downgrade;Basic;27;annual;Inactive;513;6156
4705;S-f9092a;2024-07-10;Update;Seat Upgrade;Basic;38;monthly;Active;722;8664
4706;S-5b9330;2024-07-17;Update;Plan Upgrade;Enterprise;27;monthly;Active;5373;64476
4707;S-ff4a47;2024-10-04;Update;;Enterprise;27;monthly;Active;5373;64476
4708;S-ffd1ee;2024-11-06;;;Pro;27;annual;Active;0;0
4709;S-7de656;2023-02-15;Create;;Pro;14;annual;Active;686;8232
4710;S-d61866;2023-03-22;Update;Plan Upgrade;Enterprise;6;monthly;Active;1194;14328
4711;S-93ab2d;2023-05-02;Update;Plan Downgrade;Basic;2;annual;Active;38;456
4712;S-b479cd;2023-07-30;Update;Plan Upgrade;Pro;9;monthly;Active;441;5292
4713;S-59dc4b;2023-09-17;Update;Seat Upgrade;Pro;26;monthly;Active;1274;15288
4714;S-f8357e;2023-11-01;Update;Plan Downgrade;Basic;2;monthly;Active;38;456
4715;S-778307;2023-11-15;Update;Plan Upgrade;Pro;23;monthly;Active;1127;13524
4716;S-91b63c;2023-12-07;Update;Plan Upgrade;Enterprise;39;annual;Active;7761;93132
4717;S-3ad7c4;2024-01-03;Cancel;;Pro;11;monthly;Active;539;6468
4718;S-d725da;2024-02-15;Update;Seat Upgrade;Pro;22;annual;Active;1078;12936
4719;S-64d203;2024-03-20;Update;Seat Downgrade;Pro;9;monthly;Active;441;5292
4720;S-0b8b0c;2024-08-03;Update;Plan Downgrade;Enterprise;1;monthly;Inactive;199;2388
4721;S-50334b;2024-08-21;Update;Plan Upgrade;Pro;12;monthly;Active;588;7056
4722;S-1f8215;2024-12-10;Update;Seat Upgrade;Pro;15;annual;Active;735;8820
4723;S-d80516;2023-04-22;Create;;Pro;44;annual;Active;2156;25872
4724;S-70a554;2023-08-09;Update;Plan Upgrade;Enterprise;23;annual;Active;4577;54924
4725;S-07abdd;2023-09-26;Update;Plan Downgrade;Pro;34;annual;Active;1666;19992
4726;S-8fd98a;2024-04-08;Update;Plan Upgrade;Enterprise;40;monthly;Active;7960;95520
4727;S-cdf835;2024-04-17;Update;Plan Downgrade;Pro;23;monthly;Inactive;1127;13524
4728;S-2fd379;2024-06-12;;;Basic;28;annual;Active;0;0
4729;S-85796b;2024-08-27;Conversion;;Enterprise;23;monthly;Active;4577;54924
4730;S-34f2f9;2024-09-16;Update;;Enterprise;23;annual;Active;4577;54924
4731;S-8ca516;2024-09-21;Update;Plan Downgrade;Pro;23;annual;Active;1127;13524
4732;S-4984e3;2024-10-20;Update;Plan Upgrade;Enterprise;23;monthly;Active;4577;54924
4733;S-f9e5e9;2024-10-27;Update;Plan Downgrade;Pro;23;annual;Active;1127;13524
4734;S-2e55e6;2024-12-20;Update;Plan Downgrade;Basic;35;annual;Inactive;665;7980
4735;S-f093d0;2024-03-17;Create;;Pro;29;monthly;Active;1421;17052
4736;S-496c1e;2024-08-20;Update;Plan Downgrade;Basic;29;annual;Active;551;6612
4737;S-31ac79;2024-12-01;Update;;Basic;29;monthly;Active;551;6612
4738;S-07c2c2;2023-07-03;Create;;Basic;5;monthly;Active;95;1140
4739;S-343bab;2023-08-18;Update;Plan Upgrade;Enterprise;5;monthly;Active;995;11940
4740;S-ab212b;2024-01-16;Update;Plan Downgrade;Basic;2;monthly;Active;38;456
4741;S-f52fd6;2024-09-19;Update;Plan Upgrade;Enterprise;9;monthly;Active;1791;21492
4742;S-3632aa;2024-05-28;Create;;Enterprise;32;monthly;Active;6368;76416
4743;S-7c24f6;2024-06-16;;;Enterprise;32;annual;Inactive;0;0
4744;S-864b0c;2024-07-14;Conversion;;Enterprise;32;annual;Active;6368;76416
4745;S-a3a1c1;2024-10-02;Update;Plan Downgrade;Pro;47;monthly;Active;2303;27636
4746;S-f316d5;2024-12-26;Update;Plan Downgrade;Basic;57;annual;Active;1083;12996
4747;S-fc2bf2;2024-08-01;Create;;Basic;28;monthly;Active;532;6384
4748;S-ce61e0;2024-08-02;Cancel;;Basic;2;monthly;Active;38;456
4749;S-628884;2024-08-03;Update;Seat Upgrade;Basic;19;annual;Active;361;4332
4750;S-522aef;2024-08-22;Update;Plan Downgrade;Pro;4;annual;Active;196;2352
4751;S-5c3f50;2024-09-11;Update;Plan Upgrade;Enterprise;4;annual;Active;796;9552
4752;S-c64e87;2024-09-19;Update;Seat Upgrade;Enterprise;27;annual;Active;5373;64476
4753;S-515485;2024-09-21;Update;Plan Downgrade;Pro;35;monthly;Active;1715;20580
4754;S-9f13f8;2024-10-07;Update;Plan Downgrade;Basic;2;annual;Active;38;456
4755;S-5aacfa;2024-10-19;Update;Plan Upgrade;Enterprise;48;annual;Active;9552;114624
4756;S-44c9ae;2024-11-10;;;Basic;2;annual;Inactive;0;0
4757;S-f12a54;2024-11-24;Conversion;;Pro;2;monthly;Active;98;1176
4758;S-43af5a;2024-11-26;Update;Seat Upgrade;Pro;4;monthly;Active;196;2352
4759;S-180b6c;2024-12-02;Update;Plan Upgrade;Basic;30;monthly;Active;570;6840
4760;S-f5c7b2;2023-03-25;Create;;Enterprise;9;annual;Active;1791;21492
4761;S-f42cc4;2023-04-10;Update;Seat Upgrade;Enterprise;14;annual;Active;2786;33432
4762;S-7da02b;2023-05-20;Cancel;;Enterprise;89;annual;Active;17711;212532
4763;S-83dc0a;2023-08-31;Update;Seat Downgrade;Enterprise;9;annual;Active;1791;21492
4764;S-beff12;2023-10-17;Update;;Enterprise;9;monthly;Active;1791;21492
4765;S-0d6ea4;2023-12-27;Cancel;;Enterprise;9;monthly;Inactive;1791;21492
4766;S-e22519;2024-06-17;Update;Plan Downgrade;Pro;14;monthly;Active;686;8232
4767;S-f72b84;2024-06-22;Update;Seat Downgrade;Pro;9;monthly;Active;441;5292
4768;S-49d73e;2024-06-30;;;Enterprise;35;annual;Active;0;0
4769;S-de705a;2024-12-10;;;Basic;17;annual;Inactive;0;0
4770;S-029c20;2024-12-13;;;Basic;10;annual;Inactive;0;0
4771;S-19b415;2023-05-28;Create;;Basic;30;annual;Active;570;6840
4772;S-f53776;2023-09-06;Update;Seat Downgrade;Basic;12;monthly;Active;228;2736
4773;S-3ab534;2024-01-07;Update;Plan Upgrade;Enterprise;18;annual;Inactive;3582;42984
4774;S-127844;2024-02-11;Update;Seat Downgrade;Enterprise;7;monthly;Active;1393;16716
4775;S-998ec2;2024-04-17;Update;Plan Downgrade;Basic;5;annual;Active;95;1140
4776;S-e4b8fd;2024-04-25;Update;Plan Upgrade;Pro;53;monthly;Inactive;2597;31164
4777;S-54a3ed;2024-07-21;Update;Seat Downgrade;Pro;5;monthly;Active;245;2940
4778;S-f7b2fc;2024-07-25;Cancel;;Enterprise;13;monthly;Active;2587;31044
4779;S-57800a;2024-09-08;Update;Plan Downgrade;Basic;5;annual;Active;95;1140
4780;S-3ae2dd;2024-08-05;Create;;Basic;57;annual;Active;0;0
4781;S-70275b;2024-08-09;Conversion;;Basic;20;annual;Active;380;4560
4782;S-1c3a42;2024-09-14;Update;Plan Upgrade;Enterprise;20;annual;Active;3980;47760
4783;S-79bb4c;2024-09-21;Cancel;;Pro;11;annual;Inactive;539;6468
4784;S-a79d1f;2024-09-23;;;Enterprise;9;monthly;Active;0;0
4785;S-4b26c5;2024-09-27;Conversion;;Enterprise;9;monthly;Active;1791;21492
4786;S-1299be;2024-10-18;Update;Plan Downgrade;Basic;9;monthly;Inactive;171;2052
4787;S-b488bc;2024-11-15;;;Pro;11;monthly;Active;0;0
4788;S-d31de5;2024-11-22;Conversion;;Pro;17;monthly;Active;833;9996
4789;S-e60306;2024-12-10;Update;Plan Upgrade;Enterprise;46;annual;Active;9154;109848
4790;S-2126cd;2024-12-29;Update;Plan Downgrade;Pro;9;monthly;Inactive;441;5292
4791;S-11d378;2024-02-18;Create;;Basic;24;monthly;Active;456;5472
4792;S-35c7c8;2024-02-23;Update;Seat Downgrade;Basic;4;monthly;Active;76;912
4793;S-109e0c;2024-03-14;Update;Plan Upgrade;Enterprise;10;annual;Active;1990;23880
4794;S-03a97f;2024-03-15;Update;Plan Upgrade;Pro;60;annual;Active;2940;35280
4795;S-b120fb;2024-04-01;Cancel;;Pro;1;annual;Inactive;49;588
4796;S-b94bce;2024-04-06;;;Enterprise;2;monthly;Active;0;0
4797;S-3fb291;2024-05-06;Conversion;;Enterprise;39;annual;Active;7761;93132
4798;S-e90e70;2024-08-27;Update;Plan Downgrade;Basic;2;annual;Active;38;456
4799;S-966a44;2024-04-21;Create;;Enterprise;31;monthly;Active;6169;74028
4800;S-fc44ed;2024-05-23;Update;;Enterprise;31;annual;Active;6169;74028
4801;S-812c7c;2024-06-08;;;Basic;31;monthly;Inactive;0;0
4802;S-5ee117;2024-07-25;Conversion;;Pro;31;monthly;Active;1519;18228
4803;S-33200e;2024-08-06;Update;Plan Upgrade;Enterprise;31;monthly;Active;6169;74028
4804;S-7dd478;2024-10-13;Update;;Enterprise;31;monthly;Inactive;6169;74028
4805;S-c97464;2024-10-16;Update;Plan Downgrade;Pro;38;monthly;Inactive;1862;22344
4806;S-82989b;2024-11-30;Update;Plan Downgrade;Basic;31;monthly;Active;589;7068
4807;S-55a3e4;2024-12-21;Update;Plan Upgrade;Pro;31;annual;Inactive;1519;18228
4808;S-9a115f;2024-12-29;Update;Plan Upgrade;Enterprise;45;monthly;Active;8955;107460
4809;S-721fea;2024-05-23;Create;;Pro;23;monthly;Active;1127;13524
4810;S-1b6221;2024-06-12;;;Enterprise;23;monthly;Inactive;0;0
4811;S-8ba96c;2024-06-20;Conversion;;Enterprise;23;annual;Active;4577;54924
4812;S-04ab7e;2024-07-02;Update;Plan Downgrade;Pro;23;annual;Active;1127;13524
4813;S-2e2d6c;2024-08-01;Update;Plan Upgrade;Enterprise;24;monthly;Active;4776;57312
4814;S-59778a;2024-08-11;Update;Seat Upgrade;Enterprise;49;monthly;Active;9751;117012
4815;S-99aaa4;2024-08-14;Update;Plan Downgrade;Basic;23;annual;Active;437;5244
4816;S-b7d291;2024-10-17;Cancel;;Pro;23;annual;Active;1127;13524
4817;S-710a78;2024-10-21;;;Enterprise;23;annual;Active;0;0
4818;S-ada718;2024-11-18;Conversion;;Basic;23;monthly;Inactive;437;5244
4819;S-456829;2024-07-07;Create;;Pro;26;annual;Inactive;1274;15288
4820;S-1dceca;2024-08-01;Update;Plan Downgrade;Basic;15;monthly;Inactive;285;3420
4821;S-a8a1e8;2024-08-25;Update;Plan Upgrade;Enterprise;35;monthly;Active;6965;83580
4822;S-cb38be;2024-09-05;Update;Plan Downgrade;Basic;2;annual;Active;38;456
4823;S-ab37ae;2024-09-11;;;Basic;6;monthly;Active;0;0
4824;S-9c23e1;2024-09-17;Conversion;;Enterprise;18;annual;Active;3582;42984
4825;S-a94ec7;2024-09-17;Update;Plan Downgrade;Basic;18;monthly;Inactive;342;4104
4826;S-d49a8f;2024-09-30;Update;Plan Upgrade;Enterprise;24;annual;Active;4776;57312
4827;S-4012d6;2024-10-31;Update;Plan Downgrade;Pro;15;annual;Active;735;8820
4828;S-3a79ac;2024-11-15;;;Basic;4;monthly;Active;0;0
4829;S-6d09f2;2024-11-24;Conversion;;Basic;3;monthly;Active;57;684
4830;S-ca1c21;2024-12-02;;;Basic;9;annual;Inactive;0;0
4831;S-64dcb7;2024-12-08;Conversion;;Pro;8;annual;Inactive;392;4704
4832;S-c61dc9;2024-12-15;Update;Plan Downgrade;Basic;19;annual;Inactive;361;4332
4833;S-4d8612;2023-09-10;Create;;Enterprise;16;monthly;Inactive;0;0
4834;S-4cff80;2023-12-24;;;Enterprise;16;monthly;Active;0;0
4835;S-6a8046;2023-12-26;Conversion;;Enterprise;19;monthly;Active;3781;45372
4836;S-b38152;2024-04-14;Update;Seat Upgrade;Enterprise;30;annual;Active;5970;71640
4837;S-d8f67e;2024-06-11;Update;Seat Upgrade;Enterprise;36;monthly;Active;7164;85968
4838;S-1ad713;2024-06-19;Update;Seat Downgrade;Enterprise;16;annual;Active;3184;38208
4839;S-f83811;2024-07-06;Update;Plan Downgrade;Basic;16;annual;Active;304;3648
4840;S-f33b5f;2024-08-22;;;Basic;65;annual;Active;0;0
4841;S-865af3;2024-11-07;;;Pro;16;annual;Inactive;0;0
4842;S-78ba09;2024-11-30;Conversion;;Pro;54;annual;Inactive;2646;31752
4843;S-5a1d20;2024-12-08;Update;Seat Downgrade;Pro;16;annual;Active;784;9408
4844;S-7d43e0;2024-10-12;Create;;Enterprise;30;monthly;Active;5970;71640
4845;S-19950d;2024-10-28;Update;Plan Downgrade;Pro;30;annual;Inactive;1470;17640
4846;S-78172b;2024-10-30;Update;Plan Upgrade;Enterprise;30;monthly;Active;5970;71640
4847;S-017e33;2024-11-08;Cancel;;Basic;53;monthly;Active;1007;12084
4848;S-67acc8;2024-11-09;;;Pro;30;monthly;Active;0;0
4849;S-c76699;2024-11-26;Conversion;;Basic;30;monthly;Inactive;570;6840
4850;S-6c9763;2024-11-29;Update;;Basic;30;annual;Active;570;6840
4851;S-d90352;2024-12-05;;;Enterprise;30;annual;Active;0;0
4852;S-0d391c;2024-12-09;;;Enterprise;30;monthly;Active;0;0
4853;S-e33883;2024-12-22;;;Pro;30;monthly;Active;0;0
4854;S-f14c84;2024-06-11;Create;;Basic;18;monthly;Active;0;0
4855;S-cbfd83;2024-06-16;Conversion;;Pro;52;monthly;Active;2548;30576
4856;S-52280f;2024-07-15;Update;Plan Upgrade;Enterprise;16;annual;Active;3184;38208
4857;S-e66f1a;2024-07-16;;;Basic;20;monthly;Active;0;0
4858;S-41cf50;2024-07-23;Conversion;;Enterprise;15;monthly;Inactive;2985;35820
4859;S-dd8371;2024-07-25;Update;Plan Downgrade;Basic;15;annual;Active;285;3420
4860;S-4b9b13;2024-08-13;Update;Plan Upgrade;Pro;15;monthly;Active;735;8820
4861;S-6d0817;2024-08-19;Update;Seat Upgrade;Pro;21;monthly;Active;1029;12348
4862;S-4e0220;2024-10-18;Update;Plan Upgrade;Enterprise;15;annual;Active;2985;35820
4863;S-c158df;2024-10-27;Update;Seat Upgrade;Enterprise;18;monthly;Active;3582;42984
4864;S-826424;2024-10-30;Update;;Enterprise;18;annual;Active;3582;42984
4865;S-48c5be;2024-12-05;;;Pro;39;annual;Active;0;0
4866;S-6c4770;2023-09-18;Create;;Enterprise;70;monthly;Active;0;0
4867;S-7bb339;2023-12-06;Conversion;;Enterprise;70;annual;Active;13930;167160
4868;S-d7461b;2023-12-17;Update;Plan Downgrade;Pro;70;monthly;Active;3430;41160
4869;S-783694;2023-12-18;Update;Plan Upgrade;Enterprise;70;annual;Active;13930;167160
4870;S-615487;2024-05-16;Update;Plan Downgrade;Basic;70;annual;Active;1330;15960
4871;S-99c1c7;2024-06-04;Update;;Basic;70;annual;Active;1330;15960
4872;S-457294;2024-06-07;Update;Plan Upgrade;Enterprise;70;monthly;Active;13930;167160
4873;S-2923fc;2024-07-08;Update;;Enterprise;70;annual;Active;13930;167160
4874;S-2a928c;2024-12-16;Update;Plan Downgrade;Basic;70;monthly;Active;1330;15960
4875;S-17e05f;2024-12-18;Update;Plan Upgrade;Pro;70;annual;Active;3430;41160
4876;S-8932ce;2024-12-18;Update;Plan Downgrade;Basic;70;monthly;Active;1330;15960
4877;S-33db08;2024-12-30;Update;;Basic;70;annual;Active;1330;15960
4878;S-084f4a;2024-02-05;Create;;Enterprise;48;monthly;Inactive;9552;114624
4879;S-04ec2f;2024-02-11;Update;Plan Downgrade;Pro;48;annual;Active;2352;28224
4880;S-41f762;2024-02-15;;;Basic;48;monthly;Active;0;0
4881;S-f75ac4;2024-02-17;;;Enterprise;48;annual;Active;0;0
4882;S-0fc72f;2024-02-23;Conversion;;Pro;65;annual;Active;3185;38220
4883;S-1b8300;2024-05-23;;;Enterprise;48;monthly;Active;0;0
4884;S-f4097a;2024-06-06;Conversion;;Enterprise;48;monthly;Inactive;9552;114624
4885;S-d9821f;2024-06-20;Update;Plan Downgrade;Basic;48;annual;Active;912;10944
4886;S-f5c472;2024-07-09;Update;;Basic;48;monthly;Active;912;10944
4887;S-de9ce0;2024-08-06;Cancel;;Enterprise;48;annual;Active;9552;114624
4888;S-08a3d4;2024-09-11;Update;Plan Downgrade;Basic;49;annual;Active;931;11172
4889;S-b63db8;2024-09-18;Update;Plan Upgrade;Enterprise;48;monthly;Inactive;9552;114624
4890;S-f554b0;2024-11-30;Update;;Enterprise;48;annual;Active;9552;114624
4891;S-92dbcc;2024-12-25;Update;Plan Downgrade;Pro;48;monthly;Active;2352;28224
4892;S-36ee88;2024-11-23;Create;;Enterprise;31;monthly;Active;6169;74028
4893;S-374d5f;2024-11-24;Update;Seat Downgrade;Enterprise;5;annual;Active;995;11940
4894;S-c25d2f;2024-12-12;Cancel;;Enterprise;32;annual;Active;6368;76416
4895;S-873a22;2024-12-16;Update;Seat Downgrade;Enterprise;12;monthly;Inactive;2388;28656
4896;S-20152a;2024-12-20;;;Enterprise;33;annual;Inactive;0;0
4897;S-c8a4ff;2024-12-24;Conversion;;Enterprise;23;annual;Inactive;4577;54924
4898;S-e0a4c5;2024-12-26;;;Enterprise;1;monthly;Inactive;0;0
4899;S-7d9605;2024-11-16;Create;;Basic;33;annual;Inactive;0;0
4900;S-0eba5a;2024-12-22;Conversion;;Enterprise;29;monthly;Active;5771;69252
4901;S-d7d398;2024-12-28;;;Enterprise;29;annual;Active;0;0
4902;S-c14eeb;2024-09-28;Create;;Basic;33;monthly;Active;627;7524
4903;S-b998a9;2024-10-18;Update;Plan Upgrade;Enterprise;10;annual;Active;1990;23880
4904;S-d0eeb2;2024-10-18;;;Pro;45;monthly;Active;0;0
4905;S-ba67a5;2024-10-27;Conversion;;Enterprise;19;annual;Active;3781;45372
4906;S-b147b9;2024-12-13;Update;Plan Downgrade;Basic;21;annual;Active;399;4788
4907;S-28489e;2024-11-02;Create;;Basic;12;annual;Active;0;0
4908;S-f78a1a;2024-11-02;Conversion;;Basic;3;annual;Active;57;684
4909;S-b1dce0;2024-11-07;Update;Seat Upgrade;Basic;12;monthly;Active;228;2736
4910;S-d19797;2024-11-10;Update;Seat Downgrade;Basic;1;monthly;Active;19;228
4911;S-79ba6e;2024-11-14;;;Enterprise;24;annual;Active;0;0
4912;S-d6e421;2024-11-17;;;Pro;10;annual;Active;0;0
4913;S-6cb3d7;2024-11-26;Conversion;;Pro;11;annual;Active;539;6468
4914;S-1261fb;2024-11-29;Update;Seat Downgrade;Pro;1;monthly;Inactive;49;588
4915;S-80af53;2024-12-23;Cancel;;Enterprise;12;monthly;Active;2388;28656
4916;S-4f43fd;2024-12-26;Update;Plan Downgrade;Basic;29;monthly;Active;551;6612
4917;S-641794;2024-05-08;Create;;Pro;58;annual;Active;0;0
4918;S-f9cb96;2024-05-09;Conversion;;Enterprise;58;annual;Active;11542;138504
4919;S-aaf1d0;2024-07-12;;;Enterprise;58;monthly;Inactive;0;0
4920;S-c15fcc;2024-08-25;Conversion;;Basic;58;monthly;Inactive;1102;13224
